contract_id,cname,cik,ftype,fdate,link,Column1,Sales contract? (Y/N),Filer is seller? (Y/N),Amendment? (Y/N),Amendment #,Customer name (be consistent),Sold product/service (be consistent),Notes,Total Words,Flesch Reading Ease Score,Gunning Fog Index,Number of Entities,Words in Entities,Number of Times,Words in Times,Number of Locations,Words in Locations,Number of Organizations,Words in Organizations,Number of Persons,Words in Persons,Number of Money,Words in Money,Number of Percentages,Words in Percentages,Number of Dates,Words in Dates,Total Sentences,Total Forward Sentences,Forward Ratio,Uncertainty Words,Polarity,Subjectivity,Positive Words,Negative Words,24b,confidential treatment,ct order,redact,rule 406,rights,obligations,commercial substance,performance obligation,probable,collectib,at a point in time,over time,variable consideration,noncash consideration,transaction price,standalone selling price,1Gram Cos Sim Step1 max=.95  ,1Gram Step 2Max 0.95,1Gram Cos Sim Step3,1Gram Cos Sim Step4  ,"1Gram Cos Sim Step5, including 5.1 and 5.2",1Gram Cos Sim Step5.1,1Gram Cos Sim Step5.2,1Gram Cos Sim All
3,MICRON TECHNOLOGY INC,723125,10-Q,4/10/2015,https://www.sec.gov/Archives/edgar/data/723125/000072312515000039/a2015q2ex10-912016supplyag.htm,,Y,Y,,,"Inotera Memories, Inc.",,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001364664,0.001943057,0.002496144,0.002321122,0.002917244,0.001930561,0.002220533,0.002767794
1,MICRON TECHNOLOGY INC,723125,10-K,10/27/2015,https://www.sec.gov/Archives/edgar/data/723125/000072312515000112/a2015q4ex10-51supplyagreem.htm,,Y,Y,Y,,Intel Corp.,,,9178,-213.07,110.33,1212,2362,1,3,5,13,691,1219,142,264,3,7,6,16,77,172,402,92,0.23,164,0,0.43,35,236,0,34,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0.00481906,0.005608462,0.004689645,0.003910355,0.001419257,0.000669234,0.001426753,0.004850694
2,MICRON TECHNOLOGY INC,723125,10-K,10/27/2015,https://www.sec.gov/Archives/edgar/data/723125/000072312515000112/a2015q4ex10-52supplemental.htm,,Y,Y,Y,,Intel Corp.,,,6917,-164.15,91.44,886,1719,1,3,5,11,536,989,41,78,3,7,5,14,58,124,298,64,0.21,47,0.03,0.41,30,215,0,27,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
3,MICRON TECHNOLOGY INC,723125,10-K,10/27/2015,https://www.sec.gov/Archives/edgar/data/723125/000072312515000112/a2015q4ex10-53wafersupplya.htm,,Y,Y,Y,3,Intel Corp.,,,6567,-66.71,53.11,837,1537,1,3,9,19,507,860,49,97,3,7,5,14,57,133,297,59,0.2,46,0.03,0.42,30,215,0,26,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0.005757922,0.007513536,0.005899645,0.005397293,0.00223054,0.001191281,0.002151125,0.006369398
4,MICRON TECHNOLOGY INC,723125,10-K,10/27/2015,https://www.sec.gov/Archives/edgar/data/723125/000072312515000112/a2015q4ex10-54firstamendme.htm,,Y,Y,Y,1,Intel Corp.,,,1403,-24.89,37.25,211,429,0,0,1,2,77,156,18,48,0,0,0,0,14,31,67,10,0.15,8,-0.01,0.46,5,26,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001705509,0,0.001101983,0.002513783,0.000851028,0,0.001683049,0.001634577
1,MICRON TECHNOLOGY INC,723125,10-Q,4/8/2016,https://www.sec.gov/Archives/edgar/data/723125/000072312516000176/a2016q2ex10-56transferandl.htm,,Y,Y,,,Nanya Technology Corporation,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002482742,0.002106634,0.002326744,0.000863509,0.004038262,0.005115667,0.001447926,0.002861821
2,MICRON TECHNOLOGY INC,723125,10-Q,4/8/2016,https://www.sec.gov/Archives/edgar/data/723125/000072312516000176/a2016q2ex10-57transferandl.htm,,Y,Y,,,Nanya Technology Corporation,,,8190,-364.85,166.96,1215,2090,5,9,3,6,639,963,63,105,1,3,8,23,49,91,428,20,0.05,50,0.01,0.41,35,199,0,29,0,0,0,46,11,0,0,0,0,0,0,0,0,0,0,0.002480803,0.002104989,0.002324927,0.000862835,0.004035108,0.005111671,0.001446795,0.002859586
1,MICRON TECHNOLOGY INC,723125,10-Q/A,9/8/2016,https://www.sec.gov/Archives/edgar/data/723125/000072312516000220/a2016q210qaex10561x.htm,,Y,Y,,,Nanya Technology Corporation,,,8209,-328.92,152.79,1231,2126,5,9,3,6,645,966,63,107,1,3,8,23,48,89,424,20,0.05,49,0.01,0.41,36,199,0,29,0,0,0,46,12,0,0,0,0,0,0,0,0,0,0,0.002479566,0.002103939,0.002323768,0.000862405,0.004033096,0.005109122,0.001446074,0.00285816
2,MICRON TECHNOLOGY INC,723125,10-Q/A,9/8/2016,https://www.sec.gov/Archives/edgar/data/723125/000072312516000220/a2016q210qaex10571y.htm,,Y,Y,,,Nanya Technology Corporation,,,296,31.72,13.81,23,47,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,MICRON TECHNOLOGY INC,723125,10-Q,3/28/2017,https://www.sec.gov/Archives/edgar/data/723125/000072312517000037/a2017q2ex10-49secondamende.htm,,Y,Y,Y,2,Intel Corp.,,,9036,-261.69,129.5,1226,2409,1,3,5,11,720,1292,129,250,3,7,4,12,80,185,405,92,0.23,174,-0.02,0.44,33,237,0,23,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0.005830849,0.006785991,0.005674264,0.004731357,0.001717238,0.000809743,0.001726309,0.005869125
2,MICRON TECHNOLOGY INC,723125,10-Q,3/28/2017,https://www.sec.gov/Archives/edgar/data/723125/000072312517000037/a2017q2ex10-50amendedandre.htm,,Y,Y,Y,,Intel Corp.,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007178426,0.008258328,0.007034238,0.005033421,0.002060521,0.000971614,0.002071404,0.006978531
1,CELGENE CORP,816284,10-K,3/15/2006,https://www.sec.gov/Archives/edgar/data/816284/000093041306002083/c41166ex_10-38.txt,,Y,Y,Y,,Pharmion GmbH,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,STARBUCKS CORP,829224,10-K,12/22/2000,https://www.sec.gov/Archives/edgar/data/829224/000089102000002203/v68084ex10-7_3.txt,,Y,Y,Y,,"Host International, Inc.",,,196,29.52,16.7,52,107,0,0,0,0,17,37,11,15,0,0,0,0,2,6,11,0,0,5,0,0.35,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012517609,0,0,0,0,0,0,0.002750409
1,ZIX CORP,855612,10-Q,11/14/2000,https://www.sec.gov/Archives/edgar/data/855612/000095013400009743/d81660ex10-1.txt,,Y,Y,,,Yahoo! Inc.,,,296,31.72,13.81,23,47,1,2,0,0,11,24,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,ZIX CORP,855612,10-K,3/30/2005,https://www.sec.gov/Archives/edgar/data/855612/000095013405006393/d23151exv10w37.htm,,Y,Y,Y,,Aventis Inc.,,,191,23.29,17.85,32,72,0,0,0,0,10,28,7,15,0,0,0,0,3,9,5,0,0,0,0.14,0.35,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,IONIS PHARMACEUTICALS INC,874015,10-K,3/16/2005,https://www.sec.gov/Archives/edgar/data/874015/000104746905006784/a2153640zex-10_58.htm,,Y,Y,,,"Sarissa, Inc.",,,4797,17.14,20.25,747,1410,2,6,0,0,306,475,107,145,3,5,2,4,40,102,247,105,0.43,29,0.06,0.42,61,184,0,1,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0.003496663,0.001235831,0.003287706,0.003552356,0.002748706,0.000972953,0.003128201,0.003648903
1,IONIS PHARMACEUTICALS INC,874015,10-Q,5/10/2006,https://www.sec.gov/Archives/edgar/data/874015/000110465906033066/a06-9337_1ex10d5.htm,,Y,Y,,,Symphony GenIsis,,,8482,-12.61,31.31,1551,3808,2,4,2,4,679,1870,300,613,5,7,4,12,59,119,461,16,0.03,77,0.03,0.4,43,315,0,1,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0.01087833,0.010647395,0.012008238,0.010561828,0.00731252,0.005158324,0.006628,0.01256843
1,IONIS PHARMACEUTICALS INC,874015,10-Q,8/9/2010,https://www.sec.gov/Archives/edgar/data/874015/000110465910043177/a10-12790_1ex10d3.htm,,Y,Y,,,REGULUS THERAPEUTICS INC.,,,699,-74.09,50.59,121,258,0,0,1,2,32,63,24,45,0,0,0,0,4,17,33,8,0.24,1,0.09,0.34,26,6,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.005467877,0,0.005026534,0,0,0,0,0.002607818
1,IONIS PHARMACEUTICALS INC,874015,10-Q,8/8/2011,https://www.sec.gov/Archives/edgar/data/874015/000110465911044376/a11-13864_1ex10d1.htm,,Y,Y,Y,1,Glaxo Group Limited,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,IONIS PHARMACEUTICALS INC,874015,10-Q,11/5/2013,https://www.sec.gov/Archives/edgar/data/874015/000110465913081234/a13-19600_1ex10d2.htm,,Y,Y,Y,1,ASTRAZENECA AB,,,1874,-5.07,22.06,326,961,4,4,0,0,106,206,10,28,1,4,0,0,12,22,99,35,0.35,5,0.06,0.37,121,16,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0.00711968,0,0.002191391,0.000478731,0.001072123,0,0.0021203,0.002594919
2,IONIS PHARMACEUTICALS INC,874015,10-Q,11/5/2013,https://www.sec.gov/Archives/edgar/data/874015/000110465913081234/a13-19600_1ex10d3.htm,,Y,Y,Y,3,Alnylam Pharmaceuticals,,,1363,-50.71,43.74,221,451,0,0,2,4,94,195,34,44,0,0,0,0,7,19,28,6,0.21,5,0.07,0.33,21,15,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0.002552208,0,0.001054349,0,0.001238505,0.00494912,0,0.001177247
1,IONIS PHARMACEUTICALS INC,874015,10-Q,8/4/2014,https://www.sec.gov/Archives/edgar/data/874015/000114036114030549/ex10_2.htm,,Y,Y,Y,4,Glaxo Group Limited,,,2980,8.44,26.22,562,1472,1,3,0,0,291,670,11,26,1,1,0,0,21,41,217,56,0.26,13,0.06,0.4,39,46,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,IONIS PHARMACEUTICALS INC,874015,10-K,3/2/2015,https://www.sec.gov/Archives/edgar/data/874015/000114036115009498/exhibit10_61.htm,,Y,Y,Y,2,ASTRAZENECA AB,,,292,28.77,13.5,46,99,0,0,0,0,14,21,4,10,0,0,0,0,3,12,17,1,0.06,0,0.16,0.45,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001181346,0,0.00056848,0,0,0,0,0.000418627
1,IONIS PHARMACEUTICALS INC,874015,10-Q,11/9/2015,https://www.sec.gov/Archives/edgar/data/874015/000087401515000082/ex10_3.htm,,Y,Y,Y,1,Alnylam Pharmaceuticals,,,1165,20.18,19.56,194,359,0,0,2,4,52,104,16,24,0,0,1,2,8,17,55,2,0.04,5,0.05,0.31,40,23,0,1,0,1,0,9,4,0,0,0,0,0,0,0,0,0,0,0.000948484,0.001798575,0.002738378,0.004660776,0.00200728,0.001604236,0.001587891,0.003162829
1,IONIS PHARMACEUTICALS INC,874015,10-Q,5/5/2016,https://www.sec.gov/Archives/edgar/data/874015/000087401516000118/ex10_1.htm,,Y,Y,Y,3,ASTRAZENECA AB,,,956,3.26,19.52,166,340,0,0,0,0,96,216,14,25,0,0,0,0,9,22,45,20,0.44,8,0.05,0.44,19,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,IONIS PHARMACEUTICALS INC,874015,10-Q,5/7/2018,https://www.sec.gov/Archives/edgar/data/874015/000087401518000060/ex10_3.htm,,Y,Y,,,"AKCEA THERAPEUTICS, INC",,,4396,27.9,16.65,702,1292,1,1,0,0,227,521,26,37,9,11,27,60,42,85,253,94,0.37,41,0.04,0.4,28,104,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0.005076259,0.00317014,0.004890304,0.000959611,0.005598109,0.009321207,0,0.004766599
1,IONIS PHARMACEUTICALS INC,874015,10-K,3/2/2020,https://www.sec.gov/Archives/edgar/data/874015/000114036120004500/exhibit10_70.htm,,Y,Y,,,Pfizer Inc.,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007238173,0.003585254,0.004918562,0.009738731,0.005004598,0.00319786,0.0051495,0.007719222
1,ARROWHEAD PHARMACEUTICALS,879407,10-K,11/25/2019,https://www.sec.gov/Archives/edgar/data/879407/000156459019044376/arwr-ex1020_311.htm,,Y,Y,Y,2,"Janssen Pharmacueticals, Inc.",,,536,35.54,16.67,104,225,0,0,1,3,21,53,10,14,0,0,0,0,7,18,29,1,0.03,1,0.11,0.26,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097813,0,0,0,0,0.000273676
1,NANOPHASE TECHNOLOGIES CORP,883107,8-K,6/29/2017,https://www.sec.gov/Archives/edgar/data/883107/000138713117003519/ex10-3.htm,,Y,Y,,, Eminess,,,885,23.09,17.79,110,196,0,0,0,0,34,80,22,39,0,0,0,0,7,14,49,7,0.14,6,0.08,0.43,17,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001952249,0.004123624,0.003872519,0.000256208,0.001745065,0,0.001134745,0.002756597
1,FUELCELL ENERGY INC,886128,8-K,11/6/2012,https://www.sec.gov/Archives/edgar/data/886128/000088612812000009/fcel-20121106xex103.htm,,Y,Y,Y,,POSCO Energy Co.,,,276,38.79,15.84,67,140,0,0,0,0,36,70,1,6,1,4,5,10,6,24,13,0,0,3,0.23,0.46,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001934565,0,0,0,0,0.000541282
1,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1015.htm,,Y,Y,,,Spectrian Corporation,,,5149,30.64,14.91,667,1289,0,0,4,6,144,337,60,81,0,0,14,38,81,266,321,42,0.13,57,0.03,0.37,41,148,0,32,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0.005726494,0.010830665,0.010762005,0.00875982,0.004990908,0.009290847,0.002096212,0.009993276
2,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1016.htm,,Y,Y,Y,,Spectrian Corporation,,,1142,10.64,22.63,210,534,0,0,0,0,62,186,4,9,8,16,0,0,31,106,50,7,0.14,8,0.03,0.41,1,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000522012,0,0.000196092,0.000550124,0.000211379,0,0.000418037,0.000384319
3,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1017.htm,,Y,Y,Y,2,Spectrian Corporation,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004583471,0.001366556,0.002458569,0.000292282,0.000153352,0,0.000303278,0.002057262
5,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1020.htm,,Y,Y,,,Sumitomo’s,,,296,31.72,13.81,23,47,1,2,0,0,11,24,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001863914,0,0.00122906,0.001679682,0,0,0,0.001241619
7,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1022.htm,,Y,Y,,,"C3 Diamante, Inc",,,297,52.09,11.55,55,107,1,1,0,0,11,27,6,10,0,0,1,9,10,33,21,4,0.19,1,0.13,0.37,5,3,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.000665573,0,0,0,0,0,0,0.000146242
8,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1023.htm,,Y,Y,Y,,"C3 Diamante, Inc",,,3423,6.11,27.91,552,928,1,3,2,4,77,199,30,46,3,6,10,26,47,137,129,38,0.29,18,0.03,0.4,38,78,0,8,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0.004895695,0.001257867,0.0033872,0.004665268,0.003888134,0.004708607,0.003825778,0.004607181
9,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1026.htm,,Y,Y,,,"C3 Diamante, Inc",,,611,45.49,12.65,125,255,0,0,2,4,36,106,12,26,3,5,0,0,22,54,39,12,0.31,0,-0.02,0.37,1,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
10,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1027.htm,,Y,Y,,,OFFICE OF NAVAL RESEARCH,,,9025,30.13,14.87,1361,2633,9,19,3,8,376,959,79,157,29,58,35,152,195,325,491,69,0.14,50,0,0.52,56,154,0,31,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
11,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1028.htm,,Y,Y,,,OFFICE OF NAVAL RESEARCH,,,9537,22.68,14.4,1429,2777,10,23,1,2,399,1011,67,134,32,64,36,145,201,325,512,51,0.1,55,0,0.53,65,147,0,42,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
12,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1029.htm,,Y,Y,,,OFFICE OF NAVAL RESEARCH,,,15793,38.96,10.59,2408,4485,17,36,7,17,604,1575,149,265,54,125,70,283,380,577,1135,85,0.07,102,0.03,0.54,68,234,0,70,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
13,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1030.htm,,Y,Y,,,AIR FORCE RESEARCH LABORATORY/,,,10994,41.6,9.47,1930,3289,36,72,1,4,431,997,188,393,5,6,14,56,318,469,749,20,0.03,23,-0.02,0.44,24,149,0,40,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
14,CREE INC,895419,10-K,9/25/2003,https://www.sec.gov/Archives/edgar/data/895419/000119312503054147/dex1031.htm,,Y,Y,,,RMAC - ADELPHI,,,12220,27.59,15.56,1646,2991,9,18,0,0,527,1204,88,166,16,30,37,83,205,362,627,41,0.07,71,0,0.41,104,192,0,45,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,CREE INC,895419,10-Q,2/4/2004,https://www.sec.gov/Archives/edgar/data/895419/000119312504013833/dex101.htm,,Y,Y,,,"C3 Diamante, Inc",,,515,48.94,11.64,108,211,0,0,1,1,28,83,12,30,2,4,0,0,12,31,33,12,0.36,1,0.09,0.41,3,9,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,CREE INC,895419,10-K,8/20/2004,https://www.sec.gov/Archives/edgar/data/895419/000119312504144133/dex1030.htm,,Y,Y,,,OFFICE OF NAVAL RESEARCH,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005117603,0.00151101,0.002217572,0,0.001116312,0,0,0.002297297
2,CREE INC,895419,10-K,8/20/2004,https://www.sec.gov/Archives/edgar/data/895419/000119312504144133/dex1031.htm,,Y,Y,,,OFFICE OF NAVAL RESEARCH,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
3,CREE INC,895419,10-K,8/20/2004,https://www.sec.gov/Archives/edgar/data/895419/000119312504144133/dex1032.htm,,Y,Y,,,OFFICE OF NAVAL RESEARCH,,,844,42.41,11.32,125,229,2,3,0,0,41,90,7,10,3,3,0,0,15,25,61,1,0.02,3,0.06,0.54,3,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004884592,0.001442212,0.002116603,0.001469426,0.001065485,0,0,0.002619777
4,CREE INC,895419,10-K,8/20/2004,https://www.sec.gov/Archives/edgar/data/895419/000119312504144133/dex1033.htm,,Y,Y,,,U.S. Army Research Laboratory,,,5016,19.54,16.53,655,1402,2,4,2,4,229,534,21,60,1,1,5,17,84,167,307,47,0.15,37,0.01,0.41,71,105,0,8,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
5,CREE INC,895419,10-K,8/20/2004,https://www.sec.gov/Archives/edgar/data/895419/000119312504144133/dex1034.htm,,Y,Y,,,U.S. Army Research Laboratory,,,5150,17.81,17.17,660,1398,2,4,2,4,234,552,19,58,4,4,5,17,81,165,306,48,0.16,44,0.02,0.41,80,105,0,8,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0.02068632,0.006125255,0.015311733,0.014484978,0.006633589,0,0.004477868,0.015825808
6,CREE INC,895419,10-K,8/20/2004,https://www.sec.gov/Archives/edgar/data/895419/000119312504144133/dex1035.htm,,Y,Y,,,SUMITOMO CORPORATION,,,296,31.72,13.81,23,47,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005409065,0.000280937,0.003891201,0.001468767,0.000912391,0,0.000933995,0.002989773
7,CREE INC,895419,10-K,8/20/2004,https://www.sec.gov/Archives/edgar/data/895419/000119312504144133/dex1036.htm,,Y,Y,,,Sumitomo Corporation,,,673,12.53,18.97,112,240,0,0,1,1,36,81,1,1,0,0,0,0,12,36,35,6,0.17,3,0.11,0.46,8,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,CREE INC,895419,10-Q,11/5/2004,https://www.sec.gov/Archives/edgar/data/895419/000119312504187495/dex106.htm,,Y,Y,Y,,Sumitomo Corporation,,,514,18.83,16.87,109,259,0,0,0,0,44,90,0,0,0,0,0,0,7,30,31,9,0.29,1,0.04,0.49,2,8,0,6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0.005695933,0,0.000896079,0,0,0,0,0.001502247
1,CREE INC,895419,10-Q,5/5/2005,https://www.sec.gov/Archives/edgar/data/895419/000119312505097705/dex101.htm,,Y,Y,,,"C3 Diamante, Inc",,,509,48.33,11.83,103,213,0,0,1,3,30,91,9,25,2,4,0,0,11,31,29,12,0.41,1,0.11,0.39,4,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065211,0,0.004452682,0,0,0,0,0.001389122
1,CREE INC,895419,8-K,5/31/2006,https://www.sec.gov/Archives/edgar/data/895419/000089541906000042/exhibit10-1.htm,,Y,Y,Y,,Sumitomo Corporation,,,1239,36.97,15.83,223,408,0,0,0,0,49,100,22,44,1,1,0,0,15,35,58,5,0.09,36,0.08,0.45,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,CREE INC,895419,10-K,8/18/2009,https://www.sec.gov/Archives/edgar/data/895419/000119312509177499/dex1028.htm,,Y,Y,Y,,Light Engine Ltd.,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,USA TECHNOLOGIES INC,896429,8-K,7/27/2005,https://www.sec.gov/Archives/edgar/data/896429/000114420405022767/v022160_ex10-01.htm,,Y,Y,,,"PepsiCo, Inc.",,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,USA TECHNOLOGIES INC,896429,10-Q,2/17/2015,https://www.sec.gov/Archives/edgar/data/896429/000157104915001208/t81404_ex10-1.htm,,Y,Y,,,"VISA, U.S.A. INC.",,,6268,-46.72,44.91,965,2121,1,1,2,4,479,1003,77,112,2,2,2,4,96,275,242,27,0.11,60,0.07,0.46,52,153,0,1,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0.010313392,0,0.003190114,0.00037877,0.001459278,0.001634195,0.000203023,0.003647527
1,INTUIT INC,896878,10-Q,2/28/2002,https://www.sec.gov/Archives/edgar/data/896878/000089161802000959/f79353ex10-01.htm,,Y,Y,,,John H. Harland Company,,,2075,-10.93,17.77,299,590,1,2,1,2,74,157,64,106,0,0,0,0,42,66,79,27,0.34,2,0.02,0.36,2,28,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002131472,0.008860498,0.005281388,0.003493523,0.004329779,0.007399563,0,0.005625269
2,INTUIT INC,896878,10-K,9/25/2002,https://www.sec.gov/Archives/edgar/data/896878/000089161802004433/f84263orexv10w45.htm,,Y,Y,,,John H. Harland Company,,,4818,-27.45,6.06,732,1929,0,0,1,1,395,1287,78,222,24,48,0,0,8,24,373,3,0.01,2,0.04,0.29,9,29,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000381781,0.000686042,0.001441787,0.001052591,0,0.000923557,0.000950565
1,INTUIT INC,896878,10-Q,12/5/2002,https://www.sec.gov/Archives/edgar/data/896878/000089161802005422/f86179exv10w01.htm,,Y,Y,,,John H. Harland Company,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093383,0.003219646,0.004077215,0.001599918,0.003445043,0.001969598,0.001524908,0.003264769
